Dataset,Model,Seed,Fold,Accuracy,Precision,F1,Recall
CCA,PL,0,1,0.9509840326773116,0.7006840833829074,0.679891669799712,0.6786329585853507
CCA,PL,0,2,0.9405867062755291,0.715964847026796,0.7084758587400363,0.7105534531922025
CCA,PL,0,3,0.9569093610698366,0.8474270735326334,0.753573846248266,0.7221883223479583
CCA,PL,0,4,0.9483655274888558,0.8459759106971948,0.7134541415768011,0.6906091127614392
CCA,PL,0,5,0.9546805349182764,0.8796101072572603,0.7076109756547778,0.6895943522943636
CCA,PL,1,1,0.9569253620497586,0.8172527064454918,0.7985801453359546,0.7888856730096362
CCA,PL,1,2,0.9491273672484218,0.8367903052615432,0.7317372784011101,0.7035397681757424
CCA,PL,1,3,0.9528231797919762,0.7730524877611308,0.7454795525398863,0.7354306477728527
CCA,PL,1,4,0.9580237741456167,0.7970203939687508,0.759760259425969,0.7419529465934352
CCA,PL,1,5,0.9420505200594353,0.7708254056339516,0.7239400275058031,0.7139708472647195
CCA,PL,2,1,0.9550686966208689,0.821107723816383,0.7357393453248072,0.7121769092681833
CCA,PL,2,2,0.9513553657630895,0.8526881055452483,0.7026531509412388,0.686528900278455
CCA,PL,2,3,0.9479940564635958,0.759427037319396,0.7604429717933728,0.7623310358308611
CCA,PL,2,4,0.9535661218424963,0.8165990272077823,0.7663273538771455,0.7456038941198596
CCA,PL,2,5,0.9557949479940565,0.8781264323400597,0.7566641651043237,0.7229122340037173
CCA,PL,3,1,0.9468993687337541,0.7418289672038569,0.7069272287591516,0.7017333358028423
CCA,PL,3,2,0.9513553657630895,0.7812618998916512,0.76420149909888,0.7574149019296259
CCA,PL,3,3,0.9543090638930164,0.7337746542717442,0.6883587363665442,0.6839014658599293
CCA,PL,3,4,0.9569093610698366,0.9017378674900568,0.7545259854557461,0.7251387714806619
CCA,PL,3,5,0.950594353640416,0.8434787604680878,0.7163498474297461,0.7011400353412399
CCA,PL,4,1,0.9587820274786484,0.8647118432262166,0.7696692603879228,0.7379445127287528
CCA,PL,4,2,0.9491273672484218,0.814414511285045,0.6826569879615815,0.6706835667869301
CCA,PL,4,3,0.9557949479940565,0.8288692742698994,0.7262540326019189,0.7081896189382889
CCA,PL,4,4,0.9546805349182764,0.8907536243906268,0.7313310109063799,0.7088545530069844
CCA,PL,4,5,0.9535661218424963,0.8234940705254065,0.7980055037993798,0.7841285996289081
